GMT Time Correction = -14400
Lg00 (Basic Log) Log:
Rec #,Date ,Time,  Pressure [dBars],    LightIntensity,       IntTemp [C],       ExtTemp [C],      C_TooDimFlag,     Valid Flag
    313,2/23/2022, 20:52:10,            -18.38,                 1,             25.72,             27.42,                 1,              1
    314,2/23/2022, 20:52:20,            -19.38,                 1,             25.72,             27.42,                 1,              1
    315,2/23/2022, 20:52:30,            -19.38,                 1,             25.72,             27.42,                 1,              1
    316,2/23/2022, 20:52:40,            -20.38,                 1,             25.72,             27.42,                 1,              1
    317,2/23/2022, 20:52:50,            -19.38,                 1,             25.72,             27.42,                 1,              1
    318,2/23/2022, 20:53:00,            -19.38,                 1,             25.72,             27.42,                 1,              1
    319,2/23/2022, 20:53:10,            -19.38,                 1,             25.72,             27.44,                 1,              1
    320,2/23/2022, 20:53:20,            -19.38,                 1,             25.72,             27.42,                 1,              1
    321,2/23/2022, 20:53:30,            -19.38,                 1,             25.72,             27.42,                 1,              1
    322,2/23/2022, 20:53:40,            -19.38,                 1,             25.72,             27.42,                 1,              1
